Open,High,Low,Close,Volume
AAPL,AAPL,AAPL,AAPL,AAPL
24.77868056866345,24.789803736396227,23.879983264314035,24.3204345703125,212818400
24.089078200484956,24.169160228203708,23.44842367589145,23.63528060913086,257142000
23.699799781277893,23.89777994984248,23.274919886548112,23.637514114379883,263188400
23.846613668449052,24.069063429151587,23.735388788097783,23.968961715698242,160423600
24.298184806966983,24.947737612647956,24.180285024201453,24.88990020751953,237458000
25.063417158305384,25.192438442414282,24.51619088453962,24.916601181030273,214798000
25.047841516104413,25.05451473706078,24.202533484211735,24.302635192871094,198603200
24.787577557600926,25.092334348788434,24.227004892575085,24.518413543701172,268367600
24.255919793733824,24.578471237079537,24.13579673076979,24.42498207092285,195826400
24.469469422819376,24.48281586305077,23.72648816588898,23.7620792388916,240056000
23.80879582865299,23.931143866715107,23.401712389817426,23.57744789123535,314053200
23.988981284357585,24.240350599134697,23.690899420834086,24.184738159179688,199599600
24.235896409243704,24.705265456038767,24.08463053117008,24.369367599487305,194303600
24.52730703085607,25.018920716984958,24.40718397629891,25.00334930419922,215185600
24.981109805942747,25.303661293012837,24.80982253293594,25.132375717163086,185859200
25.301434862506042,25.439354322694612,25.09233324518674,25.159067153930664,222460000
25.007798768198853,25.02114690634776,24.253694303322035,24.27816390991211,382274800
26.166761956683068,26.275763549784088,25.650678634643555,25.650678634643555,585908400
25.87535333445469,26.51378469048546,25.706291059166713,26.44927406311035,337745600
26.338047261378385,26.693966474946336,25.993249515547657,26.062210083007812,334982000
26.260195893258587,26.50933854820576,25.82196957705137,26.38921546936035,250956400
26.36030131896251,26.491545886421424,26.162321132592673,26.39366912841797,207662800
26.360296026384585,26.807420510137334,26.31803002974995,26.596092224121094,280598800
26.803784106725747,26.850684413148844,26.631822563975213,26.785919189453125,168984800
26.80378437331176,26.8551504836002,26.453160023509593,26.56035804748535,174826400
26.475494842079126,26.76358602482178,26.448694909423025,26.736787796020508,155559200
26.837288520011427,27.279478102854824,26.835056469852,27.250444412231445,248034000
27.41793861360003,27.898093467941823,27.35764088949896,27.88916015625,294247200
28.152684433347616,28.46981100726813,28.043254356409005,28.242015838623047,297898000
28.42514466366385,28.42514466366385,28.061121186494265,28.38047981262207,217088800
28.47204515109199,28.782472190621913,28.344748442965244,28.547977447509766,252609600
28.503314165872993,28.760141365502836,28.4631151111148,28.746742248535156,179566800
28.693139071873226,28.815969976129388,28.659641283307874,28.686439514160156,149449600
28.724410910623213,28.920940399169922,28.597115879331383,28.920940399169922,195793600
29.037062144943093,29.702577590942383,28.956664054253213,29.702577590942383,283896400
29.68917897713058,29.836576047162705,29.293888073938817,29.517215728759766,276912400
29.380989705088034,29.38992472080922,28.6194414810838,28.762371063232422,298846800
28.762369079791174,29.226891041668456,28.27551639557092,29.126394271850586,365150000
29.032601910852616,29.15990033954733,28.639546373296806,28.688678741455078,248059200
28.865103746677615,29.09513099327998,28.652943124085446,28.829370498657227,192386800
28.80033780612134,28.92540075601625,28.60604041608979,28.889667510986328,151265200
28.831605520231744,28.934334347098382,28.65741019840567,28.706539154052734,126665200
28.71547665157921,28.753441952416384,28.085692593086318,28.23085594177246,226068400
28.6752698585805,28.89189795896218,28.197350511715953,28.27328109741211,291368400
28.577015230869513,28.93657470506642,27.929364493392736,28.39388656616211,354114000
28.23085293284585,28.41174780896457,27.647967549957766,27.806529998779297,275426400
27.860126826983816,27.864592630686776,27.270541914608945,27.29957389831543,275756000
27.315200372378293,27.89361978815628,27.16333752420632,27.793121337890625,193450800
27.781961245231113,28.005288905234814,27.375504972178575,27.601064682006836,207309200
27.66583412848828,27.904794692993164,27.440274384249296,27.904794692993164,143497200
28.11695617904442,28.434081086166454,28.061124257205115,28.371549606323242,204092400
28.36261645709141,28.845005082401027,28.22192062663696,28.690908432006836,261083600
28.75344285777971,28.86510671353808,28.45195078800316,28.47428321838379,183238000
28.6417764452597,28.67527423591279,27.951694696124928,28.11695671081543,274780400
28.38941289451195,28.552441132968255,28.255414934758203,28.40951156616211,150838800
28.413979789156055,28.59487295012784,28.264348957509863,28.29338264465332,131369200
28.259888904220965,28.322420391015637,27.55417251586914,27.55417251586914,206620800
27.415708944424075,27.889162578221786,27.37997569455361,27.746232986450195,190291600
27.819925565676716,27.848957547074246,27.44920254903883,27.52513313293457,158184800
27.703797982866327,28.228617663523096,27.692630917889737,28.2219181060791,188398800
28.159385001788998,28.248716410272372,27.773029088091636,27.78866195678711,168362400
27.875767043672017,27.942766043861393,27.49164307747768,27.748470306396484,162485600
